_id,permit_number,s_name,s_address,city,z_code,p_fee,pa_license_no,contractor_name,permit_specifications,square_feet,is_the_building_occupied,i_date,e_date,achd_inspector,job_complete,is_permit_date_extended,permit_o_e_date,project_type,status,latitude,longitude
1782121,PAA224172,,739  BRADDOCK AVE,BRADDOCK,15104,850,921,GRAY WASTE MANAGEMENT CORPORATION,UNSAFE STRUCTURE ALL MATERIAL BEING TREATED AS ACM,2400,f,2022-03-25,2023-03-24,JOE YAKUBISIN,f,f,2023-03-24,PAA,EXPIRED,40.4017159948086,-79.8661177938576
1782122,PAA224173,,741  BRADDOCK AVE,BRADDOCK,15104,850,921,GRAY WASTE MANAGEMENT CORPORATION,UNSAFE STRUCTURE ALL MATERIAL BEING TREATED AS ACM,2400,f,2022-03-25,2023-03-24,JOE YAKUBISIN,f,f,2023-03-24,PAA,EXPIRED,40.401733551337,-79.8659987418468
1782123,PAA224257,RESIDENTIAL,924  PENN AVE,WILKINSBURG,15221,850,921,GRAY WASTE MANAGEMENT CORPORATION,UNSAFE STRUCTURE ALL MATERIAL BEING TREATED AS ACM,5000,f,2022-07-08,2023-06-01,JOE YAKUBISIN,t,f,2023-06-01,PAA,COMPLETE,40.4418303950202,-79.8798235917503
1782124,PAA224511,CITY OF MCKEESPORT REGULATED PROPERTY,1007  WALNUT ST,MCKEESPORT,15132,850,921,GRAY WASTE MANAGEMENT CORPORATION,UNSAFE STRUCTURE ALL MATERIAL BEING TREATED AS ACM,1147,f,2022-11-04,2023-11-03,JOE YAKUBISIN,f,f,2023-11-03,PAA,EXPIRED,40.3458380940038,-79.8636020362872
1782125,PAA150587,WAREHOUSE,100 N LEXINGTON STREET,PITTSBURGH,15208,350,926,"KANE SPECIALTY GROUP, LLC",SKYLIGHT GLASS PANELS COVERED WITH ROOF TAR,560,f,2015-12-31,2016-01-31,MARC ITKIN,t,f,2016-01-31,PAA,COMPLETE,40.4486903594049,-79.8997488671107
1782126,PAA210397,BROADHEAD RD DEV LLC,128  BOGGS AVE,MOON,15108,200,935,SUPERIOR ENVIRONMENTAL CONTRACTING,SOIL BETWEEN 128 AND 134 BOGGS AVENUE,160,t,2021-07-09,2021-08-31,JOE YAKUBISIN,t,f,2021-08-31,PAA,COMPLETE,40.5533390224798,-80.2505377834836
1782127,PAA140252,PITTSBURGH KING PRE K - 8,50 MONTGOMERY PLACE,PITTSBURGH,15212,650,938,TRITON HOLDINGS,SPRAY ON FIREPROOFING ONSOUTH AND NORTH PORCH OVERHANGS AND SOUTH EAST AND NORTH EAST;NORTH WEST AND SOUTH WEST PORCH OVERHANGS,17200,t,2014-06-17,2015-06-05,JOE YAKUBISIN,t,f,2015-06-05,PAA,COMPLETE,40.4548112586575,-80.0049643611736
1782128,PAA180068,PITTSBURGH THEOLOGICAL SEMINARY - HICKS MEMORIAL CHAPEL,616 N HIGHLAND AVE,PITTSBURGH,15206,450,903,"AMERICAN INDUSTRIAL CONTRACTING, INC.",STRUCTURAL FIREPROOFING: ATTIC ABOVE BELLOWS ROOM CEILING:  AND WEST STAIRWELL TOP CEILING;  FLOOR TILE AND MASTIC: WEST STAIRWELL,643,f,2018-01-22,2018-03-30,JOE YAKUBISIN,t,f,2018-03-30,PAA,COMPLETE,40.4670832851932,-79.9214094567817
1782129,PAA170618,2519 UPTON STREET; PITTSBURGH; PA 15219,2519  UPTON ST,PITTSBURGH,15219,850,926,"KANE SPECIALTY GROUP, LLC",STRUCTURE TO BE TREATED AS ACM,,f,2017-11-16,2017-11-30,SHANNON SANDBERG,t,f,2017-11-30,PAA,COMPLETE,40.4491569257662,-79.9714695508157
1782130,PAA160394,FIRST NATIONAL BANK,100  FEDERAL ST,PITTSBURGH,15212,650,903,"AMERICAN INDUSTRIAL CONTRACTING, INC.",SUSPENDED CEILING TILE IN LOBBY LEVEL 1ST FLOOR;FLOOR TILE/MASTIC IN STAIR WELLS AND STRUCTURAL FIREPROOFING ON 1ST AND 2ND FLOORS,126000,t,2016-08-30,2017-08-29,JOE YAKUBISIN,t,f,2016-12-31,PAA,COMPLETE,40.4477993564896,-80.0037669983711
1782131,PAA170557,2308 WYLIE AVENUE,2308  WYLIE AVE,PITTSBURGH,15219,850,921,GRAY WASTE MANAGEMENT CORPORATION,THE BUILDING IS UNSAFE TO SURVEY ALL BUILDING MATERIALS WILL BE CONSIDERED ASBESTOS CONTAINING AND KEPT ADEQUATELY WET AND SENT TO AN APPROVED LANDFILL,,f,2017-09-28,2017-12-31,JOE YAKUBISIN,t,f,2017-12-31,PAA,COMPLETE,40.4469941562582,-79.9742986245716
1782132,PAA194359,VACANT COMMERCIAL PROPERTY,522  LARIMER AVE,PITTSBURGH,15206,1250,921,GRAY WASTE MANAGEMENT CORPORATION,THE BUILDING IS WASTE.  ALL MATERIALS WILL BE DISPOSED OF AS NON-FRIABLE ACM WASTE,3000,f,2019-06-12,2020-06-11,JOE YAKUBISIN,t,f,2020-06-11,PAA,COMPLETE,,
1782133,PAA160165,DAY FORD,3696  WILLIAM PENN HWY,MONROEVILLE,15146,150,941,"PRISM RESPONSE, LLC DBA ALLOY",TRANSITE AROUND SHOWROOM EXTERIOR,1100,t,2016-03-09,2016-03-18,JOE YAKUBISIN,t,f,2016-03-18,PAA,COMPLETE,40.4340926892924,-79.7920334883652
1782134,PAA150477,EAT'N PARK,5220 LIBRARY RD,BETHEL PARK,15102,650,927,KEY ASBESTOS ABATEMENT INC,TRANSITE IN FOYER; ENTRANCE AND SOUTH DINING ROOM,1524,f,2015-10-05,2015-11-06,JOE YAKUBISIN,t,f,2015-11-06,PAA,COMPLETE,40.3326842103081,-80.02403389358
1782135,PAA150362,ALLEGHENY CENTER,10 ALLEGHENY CENTER,PITTSBURGH,15212,150,941,"PRISM RESPONSE, LLC DBA ALLOY",TRANSITE ON STORE FRONT SPACE 170,170,t,2015-07-13,2015-07-30,DON HORGAN,t,f,2015-07-30,PAA,COMPLETE,40.4519174333266,-80.0070278325912
1782136,PAA150199,GIANT EAGLE STORE #35,1717 COCHRAN ROAD,PITTSBURGH,15220,350,903,"AMERICAN INDUSTRIAL CONTRACTING, INC.",TRANSITE ON WALKWAY CANOPY,600,t,2015-04-21,2015-04-30,JOE YAKUBISIN,t,f,2015-04-30,PAA,COMPLETE,40.3924043885019,-80.066034708638
1782137,PAA150326,J.A.ALLARD ELEMENTARY SCHOOL,170 SHAFER ROAD,MOON TOWNSHIP,15108,150,902,"AMERICAN CONTRACTING ENTERPRISES, INC.",TRANSITE PANELS,2688,t,2015-06-17,2015-12-31,DON HORGAN,t,f,2015-12-31,PAA,COMPLETE,40.5304798895208,-80.2187955095765
1782138,PAA150254,J.A. ALLARD ELEMENTARY SCHOOL,170 SHAFER ROAD,MOON TOWNSHIP,15108,150,902,"AMERICAN CONTRACTING ENTERPRISES, INC.",TRANSITE PANELS - EXTERIOR,500,t,2015-05-19,2015-12-31,DON HORGAN,t,f,2015-12-31,PAA,COMPLETE,40.5304798895208,-80.2187955095765
1782139,PAA140179,GE POWER AND WATER,4930 BUTTERMILK HOLLOW ROAD,WEST MIFFLIN,15122,650,913,CENTIMARK CORPOATION,TRANSITE PIPES ON ROOF AND ROOFING,1064,t,2014-05-06,2014-08-31,JOE YAKUBISIN,t,f,2014-08-31,PAA,COMPLETE,40.3570748921333,-79.9123808876055
1782140,PAA150550,MOON STRIP MALL,7500 UNIVERSITY BLVD,CORAOPOLIS,15108,150,905,"BLT CONTRACTING, INC.",TRANSITE PIPING,200,t,2015-11-22,2015-12-30,JOE YAKUBISIN,t,f,2015-12-30,PAA,COMPLETE,40.5156070895362,-80.2241448500048
1782141,PAA140174,BRAKE DRUM BUILDING,3527 SMALLMAN STREET,PITTSBURGH,15201,650,929,"NOVA ENVIRONMENTAL SERVICES, INC.",TRANSITE ROOF SHEETING AND GALBESTOS ROOF SHEETING,18680,f,2014-04-24,2014-12-31,JOE YAKUBISIN,t,f,2014-06-24,PAA,COMPLETE,40.4652582432362,-79.9673174911229
1782142,PAA160476,,311 E 8TH AVE,HOMESTEAD,15120,650,938,TRITON HOLDINGS,TRANSITE SIDING,2000,f,2016-10-23,2017-10-23,JOE YAKUBISIN,t,f,2017-10-23,PAA,COMPLETE,40.4080904136018,-79.9088567085005
1782143,PAA224597,NOTRH BRADDOCK REGULATED PROPERTY,551  PRICE AVE,BRADDOCK,15104,350,921,GRAY WASTE MANAGEMENT CORPORATION,UNSAFE STRUCTURE ALL MATERIAL BEING TREATED AS ACM,1488,f,2022-12-23,2023-12-22,CALI FEENEY,f,f,2023-12-22,PAA,ACTIVE,40.4081410203326,-79.862405754104
1782144,PAA234078,CITY OF MCKEESPORT REGULATED PROPERTY,609 ENTERPRISE STREET,MCKEESPORT,15132,350,971,"TRIFECTA TEAM, LLC",UNSAFE STRUCTURE ALL MATERIAL BEING TREATED AS ACM,960,,2023-01-23,2024-01-23,JOE YAKUBISIN,t,,,PAA,COMPLETE,40.35050258064,-79.854337817452
1782145,PAA234082,CITY OF MCKEESPORT REGULATED PROPERTY,811 ENTERPRISE STREET,MCKEESPORT,15132,350,971,"TRIFECTA TEAM, LLC",UNSAFE STRUCTURE ALL MATERIAL BEING TREATED AS ACM,1088,,2023-01-23,2024-01-23,JOE YAKUBISIN,,,,PAA,ACTIVE,40.3484168113747,-79.8541899400606
1782146,PAA234084,CITY OF MCKEESPORT REGULATED PROPERTY,815 PARK STREET,MCKEESPORT,15132,350,971,"TRIFECTA TEAM, LLC",UNSAFE STRUCTURE ALL MATERIAL BEING TREATED AS ACM,2254,,2023-01-23,2024-01-23,JOE YAKUBISIN,,,,PAA,ACTIVE,40.3483978105827,-79.8502438130194
1782147,PAA234086,CITY OF MCKEESPORT REGULATED PROPERTY,2300 CRONEMEYER STREET,MCKEESPORT,15132,350,971,"TRIFECTA TEAM, LLC",UNSAFE STRUCTURE ALL MATERIAL BEING TREATED AS ACM,1500,,2023-01-23,2024-01-23,JOE YAKUBISIN,,,,PAA,ACTIVE,40.3553489863532,-79.8379168808335
1782148,PAA224129,CITY OF PITTSBURGH REGULATED PROPERTY,722  EXCELSIOR ST,PITTSBURGH,15210,350,921,GRAY WASTE MANAGEMENT CORPORATION,UNSAFE STRUCTURE ALL MATERIAL TREATED AS ACM,2562,f,2022-02-15,2023-02-14,ELIZABETH LETURGEY,t,f,2023-02-14,PAA,COMPLETE,40.4226477550588,-79.9949406253312
1782149,PAA214394,VACANT RESIDENCE,1730  MONTOUR ST,CORAOPOLIS,15108,350,921,GRAY WASTE MANAGEMENT CORPORATION,UNSAFE STRUCTURE ENTIRE BUILDING BEING TREATED AS ACM,1658,f,2021-07-22,2022-07-21,JOE YAKUBISIN,t,f,2022-07-21,PAA,COMPLETE,40.5081690127084,-80.1565558723102
1782150,PAA194640,VACANT RESIDENCE,2166  WYLIE AVE,PITTSBURGH,15219,350,921,GRAY WASTE MANAGEMENT CORPORATION,UNSAFE STRUCTURE ENTIRE BUILDING TO BE TREATED AS ACM,1280,f,2019-09-20,2019-10-31,JOE YAKUBISIN,t,f,2019-10-31,PAA,COMPLETE,40.4457870487917,-79.9771374584745
1782151,PAA204455,VACANT RESIDENCE,521  5TH ST,PITCAIRN,15140,350,921,GRAY WASTE MANAGEMENT CORPORATION,UNSAFE STRUCTURE TREAT ALL MATERIAL AS ACM,1320,f,2020-10-02,2021-10-01,JOE YAKUBISIN,t,f,2021-10-01,PAA,COMPLETE,40.4049430123092,-79.7779648693276
1782152,PAA190433,NORTH ELEVATION RESTORATION & BUSINESS CENTER,7800  SUSQUEHANNA ST,PITTSBURGH,15208,450,908,"BRISTOL ENVIRONMENTAL, INC.",REMOVE NORTH FACE WINDOW CAULKING & NORTH FACE SPANDRES BEAMS PAINT ON CEMENT,470,t,2019-07-10,2019-08-31,JOE YAKUBISIN,t,f,2019-08-31,PAA,COMPLETE,40.4493486243,-79.8891618801259
1782153,UND210105,ST CLAIR PLAZE SUITE 1800A,1121  BOYCE RD,UPPER ST CLAIR,15241,0,902,"AMERICAN CONTRACTING ENTERPRISES, INC.",REMOVE OFFICE FILE CABINET INSULATION AND BACK OF ACM DEBRIS,58,t,2021-11-10,2021-12-31,CALI FEENEY,t,f,2021-12-31,UND,COMPLETE,40.3189337739729,-80.1114477724232
1782154,UND190125,GENON POWER MIDWEST CHESWICK - 100 PITTSBURGH STREET,,SPRINGDALE BORO,15144,0,945,"BRANDSAFWAY INDUSTRIES, LLC",REMOVE OUDOOR TRANSITE PIPE 6 FEET UNDERGROUND,17,t,2019-08-15,2019-08-22,JOE YAKUBISIN,t,f,2019-08-22,UND,COMPLETE,40.5377962804326,-79.7941635899885
1782155,PAA180387,VERIZON TURTLE CREEK,801 PENN AVE,TURTLE CREEK,15145,450,905,"BLT CONTRACTING, INC.",REMOVE PARAPET FLASHING; CURB FLASHING ON ROOF ABD ROOF DRAIN FITTINGS ON THIRD FLOOR.,638,t,2018-06-25,2018-08-31,MARC ITKIN,t,f,2018-08-31,PAA,COMPLETE,40.4050496346395,-79.825525446643
1782156,PAA200232,ONE GATEWAY CENTER,420 FT DUQUESNE BLVD,PITTSBURGH,15222,850,903,"AMERICAN INDUSTRIAL CONTRACTING, INC.",REMOVE PARAPET WALL FLASHING AND ROOF CAULKING FROM NORTH AND SOUTH ROOFS,1675,t,2020-05-18,2020-12-28,JOE YAKUBISIN,t,f,2020-12-28,PAA,COMPLETE,40.4429070436446,-80.005529969925
1782157,UND210039,ONE GATEWAY CENTER,420 FT DUQUESNE BLVD,PITTSBURGH,15222,0,903,"AMERICAN INDUSTRIAL CONTRACTING, INC.",REMOVE PENTHOUSE SUPPLY DUCT INSULATION,80,t,2021-05-12,2021-05-20,ELIZABETH LETURGEY,t,f,2021-05-20,UND,COMPLETE,40.4429070436446,-80.005529969925
1782158,PAA194182,FORMER JAISON'S DEPARTMENT STORE,215  5TH AVE,MCKEESPORT,15132,1550,902,"AMERICAN CONTRACTING ENTERPRISES, INC.",REMOVE PIPE & FITTING INSULATION ON THE PERIMETER PIPE CHASES ON THE 1ST; 2ND; & 3RD FLOOR; FLOOR TILE & MASTIC THROUGHOUT BASEMENT; & FLOOR TILE ON 2ND FLOOR,5660,t,2019-04-04,2019-12-31,JOE YAKUBISIN,t,t,2019-05-31,PAA,COMPLETE,40.3511533288293,-79.8658571169899
1782159,PAA180511,COMMERCIAL RENOVATION,4047  PERRYSVILLE AVE,PITTSBURGH,15214,200,902,"AMERICAN CONTRACTING ENTERPRISES, INC.",REMOVE PIPE & FITTING INSULATION THROUGHOUT BASEMENT,50,f,2018-08-28,2018-10-26,JOE YAKUBISIN,t,f,2018-10-26,PAA,COMPLETE,40.4919968047323,-80.0214043066378
1782160,PAA212021,ALLEGHENY COUNTY 2021 O&M - CITY COUNTY BUILDING; COURTHOUSE,542 FORBES AVE,PITTSBURGH,15219,850,911,"MASA, LLC DBA CANFIELD DEVELOPMENT",REMOVE PIPE & FITTINGS; FLOOR TILE & MASTIC AND PLASTER THROUGHOUT BUILDINGS,159,t,2021-01-01,2021-12-31,MARC ITKIN,t,f,2021-12-31,PAA,COMPLETE,40.4377527428062,-79.9958806222119
1782161,PAA150281,UNIVERSITY OF PITTSBURGH - THAKERAY HALL,139 UNIVERSITY PL,PITTSBURGH,15213,150,939,UNIVERSITY OF PITTSBURGH,VAT/MASTIC IN ROOM 503,234,t,2015-06-15,2015-08-03,DON HORGAN,t,f,2015-08-03,PAA,COMPLETE,40.4445093299916,-79.9569959117326
1782162,PAA160217,UNIVERSITY OF PITTSBURGH CATHEDRAL OF LEARNING,4200 5TH AVE,PITTSBURGH,15213,350,905,"BLT CONTRACTING, INC.",VAT/MASTIC IN ROOM 917;917D;917E AND 925,800,t,2016-05-13,2016-06-16,JOE YAKUBISIN,t,f,2016-06-16,PAA,COMPLETE,40.4443102647694,-79.9531966404474
1782163,PAA170223,CATHEDRAL OF LEARNING,,PITTSBURGH,15260,850,905,"BLT CONTRACTING, INC.",VAT/MASTIC IN ROOM G17,1400,t,2017-05-08,2017-12-31,JOE YAKUBISIN,t,f,2017-12-31,PAA,COMPLETE,40.4258800438488,-80.0405130170183
1782164,PAA150100,PPG MASTERWORK PAINT,316 CASTLE SHANNON BLVD.,PITTSBURGH,15234,350,912,"CARL FRANK INDUSTRIES, INC.",VAT/MASTIC IN SHOWROOM AREA,800,t,2015-02-16,2015-02-28,JOE YAKUBISIN,t,f,2015-02-28,PAA,COMPLETE,40.3759694643004,-80.0371540081678
1782165,PAA140161,ALLEGHENY GENERAL HOSPITAL,320 EAST NORTH AVE.,PITTSBURGH,15212,350,929,"NOVA ENVIRONMENTAL SERVICES, INC.",VAT/MASTIC IN STAIRWELL 24 - SOUTH TOWER LEVELS 01;1;2;3,480,t,2014-04-28,2014-06-30,JOE YAKUBISIN,t,f,2014-06-30,PAA,COMPLETE,40.457069446526,-80.0036975361617
1782166,PAA150298,WEST PENN HOSPITAL,4800 FRIENDSHIP AVE.,PITTSBURGH,15224,150,905,"BLT CONTRACTING, INC.",VAT/MASTIC IN SUITE 315,255,t,2015-06-15,2015-12-31,DON HORGAN,t,f,2015-12-31,PAA,COMPLETE,40.4621317678598,-79.9462630434165
1782167,PAA150581,,310 ELECTRIC AVE,EAST PITTSBURGH,15112,650,921,GRAY WASTE MANAGEMENT CORPORATION,VAT/MASTIC ON 1ST FLOOR,3500,f,2015-12-29,2016-04-29,JOE YAKUBISIN,t,f,2016-04-29,PAA,COMPLETE,40.4020606278734,-79.8360804216386
1782168,PAA150561,THE VERLAND FOUNDATION,212 IRIS ROAD,SEWICKLEY,15143,650,905,"BLT CONTRACTING, INC.",VAT/MASTIC ON 1ST FLOOR,1750,t,2015-12-14,2016-12-14,JOE YAKUBISIN,t,f,2016-12-14,PAA,COMPLETE,40.549137214875,-80.1101833675511
1782169,PAA140228,DUQUESNE UNIVERSITY - ASSUMPTION HALL,1347 BLUFF ST,PITTSBURGH,15219,650,912,"CARL FRANK INDUSTRIES, INC.",VAT/MASTIC ON 1ST FLOOR AND 10 ROOMS,16000,t,2014-06-10,2014-08-30,DON HORGAN,t,f,2014-08-30,PAA,COMPLETE,40.4353016299019,-79.9870179892106
1782170,PAA204128,VACANT RESIDENCE,7212  LEMINGTON AVE,PITTSBURGH,15206,350,921,GRAY WASTE MANAGEMENT CORPORATION,UNSAFE STRUCTURE; ENTIRE BUILDING TO BE TREATED AS ACM,1120,f,2020-02-23,2021-02-02,JOE YAKUBISIN,t,f,2021-02-02,PAA,COMPLETE,40.4669657917624,-79.8932819856383
1782171,PAA204403,,144  1ST ST,NORTH VERSAILLES,15137,350,921,GRAY WASTE MANAGEMENT CORPORATION,UNSAFE STRUCTURE; ENTIRE BUILDING TO BE TREATED AS ACM,1555,f,2020-08-03,2020-07-30,JOE YAKUBISIN,t,f,2020-07-30,PAA,COMPLETE,40.3985725114434,-79.8286080994296
1782172,PAA224583,CITY OF PITTSBURGH REGULATED PROPERTY,109  BERWICK ST,PITTSBURGH,15207,350,921,GRAY WASTE MANAGEMENT CORPORATION,UNSAFE TRUCTURE ALL MATERIAL BEING TREATED AS ACM,816,f,2022-12-16,2023-12-15,NICHOLAS DELPHIA,f,f,2023-12-15,PAA,ACTIVE,40.4132941612927,-79.9451505004388
1782173,PAA232004,US STEEL IRVIN WORKS 2023 O&M - PO BOX 878,,DRAVOSBURG,15034,850,946,"THERMAL SOLUTIONS, INC.",VARIOUS MATERIALS IN VARIOUS LOCATIONS PLANT WIDE,159,t,2023-01-01,2023-12-31,CALI FEENEY,f,f,2023-12-31,PAA,ACTIVE,40.3533975775623,-79.9012764977106
1782174,PAA232005,US STEEL CLAIRTON WORKS 2023 O&M,400 STATE ST,CLAIRTON,15025,850,946,"THERMAL SOLUTIONS, INC.",VARIOUS MATERIALS IN VARIOUS LOCATIONS PLANT WIDE,159,t,2023-01-01,2023-12-31,CALI FEENEY,f,f,2023-12-31,PAA,ACTIVE,40.2940110111861,-79.8743163626466
1782175,PAA222017,UPMC MERCY HOSPITAL/HEALTH CENTER 2022 O&M,1400 LOCUST ST,PITTSBURGH,15219,850,908,"BRISTOL ENVIRONMENTAL, INC.",VARIOUS MATERIALS IN VARIOUS LOCATIONS THROUGHOUT BUILDING,159,t,2022-01-01,2022-12-31,JOE YAKUBISIN,f,f,2022-12-31,PAA,EXPIRED,40.4360439740714,-79.9854587006851
1782176,PAA222042,CARNEGIE LIBRARY OF PITTSBURGH 2022 O&M,4400  FORBES AVE,PITTSBURGH,15213,850,911,"MASA, LLC DBA CANFIELD DEVELOPMENT",VARIOUS MATERIALS THROUGHOUT BUILDING,159,t,2022-01-19,2022-12-31,JOE YAKUBISIN,f,f,2022-12-31,PAA,EXPIRED,40.4437064529995,-79.9491020730779
1782177,PAA202006,BRUNOT ISLAND POWER; LLC - PO BOX 65,,CHESWICK,15024,850,948,GENON POWER MIDWEST LP,VARIOUS UNDERSIZED PROJECTS PLANTWIDE,159,t,2020-01-02,2020-12-31,MARC ITKIN,t,f,2020-12-31,PAA,COMPLETE,40.5403917110289,-79.8072762342924
1782178,PAA212011,GENON POWER MIDWEST; LP CHESWICK - 100 PITTSBURGH STREET,,SPRINGDALE TOWNSHIP,15144,850,948,GENON POWER MIDWEST LP,VARIOUS UNDERSIZED PROJECTS PLANTWIDE,159,t,2021-01-01,2021-12-31,MARC ITKIN,t,f,2021-12-31,PAA,COMPLETE,40.5494302193439,-79.7890628882064
1782179,PAA160344,,3916  CLAIRTON BLVD,BRENTWOOD,15227,650,912,"CARL FRANK INDUSTRIES, INC.",VAT/MASTIC ON 1ST FLOOR AND ROOFING,3450,f,2016-08-08,2016-10-08,JOE YAKUBISIN,t,f,2016-10-08,PAA,COMPLETE,40.3696456769136,-79.9831526762383
1782180,PAA150101,SEWICKLEY ACADEMEY - ALUMNI GYMNASIUM,315 ACADEMY AVE.,SEWICKLEY,15143,650,905,"BLT CONTRACTING, INC.",VAT/MASTIC ON 1ST FLOOR-2 OFFICES AND STORAGE ROOMS;2ND FLOOR WEIGHT ROOM,4400,t,2015-02-24,2015-12-31,JOE YAKUBISIN,t,f,2015-12-31,PAA,COMPLETE,40.544883512878,-80.1895717012964
1782181,PAA170200,OLD GLASSPORT ELEMENTARY,219 OHIO AVE,GLASSPORT,15045,850,926,"KANE SPECIALTY GROUP, LLC",VAT/MASTIC ON 1ST;2ND AND 3RD FLOOR,24500,f,2017-04-12,2017-05-10,JOE YAKUBISIN,t,f,2017-05-10,PAA,COMPLETE,40.3313911566027,-79.8912449613921
1782182,PAA170212,UNIVERSITY OF PITTSBURGH - VICTORIA BLDG,3500  VICTORIA ST,PITTSBURGH,15213,850,905,"BLT CONTRACTING, INC.",VAT/MASTIC ON 2ND FLOOR,1445,t,2017-04-28,2017-12-31,JOE YAKUBISIN,t,f,2017-12-31,PAA,COMPLETE,40.4412200337605,-79.9608904343033
1782183,PAA160294,AHN WEST PENN HOSPITAL,4800 FRIENDSHIP AVE,PITTSBURGH,15224,150,905,"BLT CONTRACTING, INC.",VAT/MASTIC ON 4TH FLOOR CORRIDORS AND ELEVATOR LOBBY,2400,t,2016-06-22,2016-12-31,JOE YAKUBISIN,t,f,2016-12-31,PAA,COMPLETE,40.4621317678598,-79.9462630434165
1782184,PAA160084,ALLEGHENY GENERAL HOSPITAL,320 EAST NORTH AVENUE,PITTSBURGH,15212,350,929,"NOVA ENVIRONMENTAL SERVICES, INC.",VAT/MASTIC ON CT SCAN ROOM - LEVEL 01,800,t,2016-01-24,2016-02-29,,t,f,2016-02-29,PAA,COMPLETE,40.457069446526,-80.0036975361617
1782185,PAA150442,,317 SOUTH MAIN STREET,PITTSBURGH,15220,650,911,"MASA, LLC DBA CANFIELD DEVELOPMENT",VAT/MASTIC THROUGHOUT 2ND FLOOR AND ROOF FLASHING,4000,f,2015-09-02,2015-11-02,JOE YAKUBISIN,t,f,2015-11-02,PAA,COMPLETE,40.4672907384008,-79.9571850754271
1782186,PAA140042,POINT PARK UNIVERSITY - ACADEMIN THAYER HALL,201 WOOD STREET,PITTSBURGH,15222,650,905,"BLT CONTRACTING, INC.",VAT/MASTIC THROUGHOUT BUILDING AND ACOUSTICAL PLASTER ON 1ST AND 2ND FLOORS,,t,2014-01-24,2014-12-31,JOE YAKUBISIN,t,f,2014-12-31,PAA,COMPLETE,40.438473387621,-80.0019297272016
1782187,PAA140153,CHEVRON SCIENCE CENTER,219 PARKMAN AVE.,PITTSBURGH,15213,650,905,"BLT CONTRACTING, INC.",VAT/MASTIC;FUME HOOD;COUNTER TOPS AND WINDOW SILL ON 13TH FLOOR,2635,t,2014-04-18,2015-04-18,JOE YAKUBISIN,t,f,2015-04-18,PAA,COMPLETE,40.4459172827447,-79.9576925149936
1782188,PAA194639,VACANT RESIDENCE,7022  MT VERNON ST,PENN HILLS,15208,350,921,GRAY WASTE MANAGEMENT CORPORATION,UNSAFE STRUCTURE ENTIRE BUILDING TO BE TREATED AS ACM,1737,f,2019-09-20,2019-10-31,JOE YAKUBISIN,t,f,2019-10-31,PAA,COMPLETE,40.4624313311279,-79.8990874135114
1782189,PAA204447,VACANT RESIDENCE,8  HOLLAND AVE,BRADDOCK,15104,350,921,GRAY WASTE MANAGEMENT CORPORATION,UNSAFE STRUCTURE ENTIRE BUILDING TREATED AS ACM,1088,f,2020-10-19,2021-10-18,JOE YAKUBISIN,t,f,2021-10-18,PAA,COMPLETE,40.4082571093702,-79.8745145179963
1782190,PAA204238,,1204  LOCUST ST,MCKEESPORT,15132,350,921,GRAY WASTE MANAGEMENT CORPORATION,UNSAFE STRUCTURE ENTIRE BULDING TO BE TREATED AS ACM,928,f,2020-04-29,2021-04-28,JOE YAKUBISIN,t,f,2021-04-28,PAA,COMPLETE,40.3435721399581,-79.8620470540534
1782191,PAA204077,530 1/2 & 532 GRANDVIEW AVENUE,530 1/2 GRANDVIEW AVE,EAST PITTSBURGH,15112,350,921,GRAY WASTE MANAGEMENT CORPORATION,UNSAFE STRUCTURES ENTIRE BUILDING TO BE TREATED AS ACM,3936,f,2020-01-24,2021-01-23,JOE YAKUBISIN,t,f,2021-01-23,PAA,COMPLETE,40.435338427063,-80.0127639724808
1782192,PAA180460,CHURCHILL CORPORATE CAMPUS (BLDG 401),1310  BEULAH RD,PITTSBURGH,15235,850,938,TRITON HOLDINGS,VARIOUS ASBESTOS CONTAINING ITEMS IN VARIOUS LOCATIONS THROUGHOUT BUILDING 401 (SEE ATTACHED FOR DETAILS),226614,f,2018-07-19,2019-07-19,JOE YAKUBISIN,t,f,2018-07-19,PAA,COMPLETE,40.4422301569886,-79.8504057783118
1782193,PAA190291,WEST LIBERTY ELEMENTARY SCHOOL,785 DUNSTER ST,PITTSBURGH,15226,1250,923,HOMETEAM PROPERTIES,VARIOUS MATERIALS IN VARIOUS LOCATIONS (SEE ATTACHED),4955,f,2019-05-24,2020-05-24,JOE YAKUBISIN,t,f,2019-08-30,PAA,COMPLETE,40.4028984335199,-80.0079795189801
1782194,PAA190292,WESTWOOD K-5 SCHOOL,508 SHADYHILL RD,PITTSBURGH,15205,1250,923,HOMETEAM PROPERTIES,VARIOUS MATERIALS IN VARIOUS LOCATIONS (SEE ATTACHED),2595,f,2019-05-24,2019-08-30,JOE YAKUBISIN,t,f,2019-08-30,PAA,COMPLETE,40.431476636555,-80.0505566656086
1782195,PAA222001,GENON POWER MIDWEST; LP CHESWICK- 100 PITTSBURGH ST,,SPRINGDALE BORO,15144,850,948,GENON POWER MIDWEST LP,VARIOUS MATERIALS IN VARIOUS LOCATIONS PLANTWIDE,500,t,2022-01-01,2022-12-31,JOE YAKUBISIN,f,f,2022-12-31,PAA,EXPIRED,40.5377962804326,-79.7941635899885
